time_period,country,sex_tag,sex,obs_value
2012,Spain,T,Total,245.2
2013,Spain,T,Total,252.3
2015,Spain,T,Total,233.4
2016,Spain,T,Total,336.4
2017,Spain,T,Total,322.4
2018,Spain,T,Total,362.0
2019,Spain,T,Total,377.1
2020,Spain,T,Total,333.7
2004,European Union - 15 countries (1995-2004),T,Total,1229.9
2006,European Union - 15 countries (1995-2004),T,Total,1617.4
2007,European Union - 15 countries (1995-2004),T,Total,1782.2
2008,European Union - 15 countries (1995-2004),T,Total,1740.7
2009,European Union - 15 countries (1995-2004),T,Total,1782.7
2010,European Union - 15 countries (1995-2004),T,Total,1745.1
2011,European Union - 15 countries (1995-2004),T,Total,1761.6
2012,European Union - 15 countries (1995-2004),T,Total,1661.5
2013,European Union - 15 countries (1995-2004),T,Total,1728.0
2015,European Union - 15 countries (1995-2004),T,Total,1859.7
2016,European Union - 15 countries (1995-2004),T,Total,2033.8
2017,European Union - 15 countries (1995-2004),T,Total,2032.1
2018,European Union - 15 countries (1995-2004),T,Total,2147.4
2019,European Union - 15 countries (1995-2004),T,Total,2230.8
2004,European Union - 27 countries (from 2020),T,Total,976.2
2006,European Union - 27 countries (from 2020),T,Total,1562.7
2007,European Union - 27 countries (from 2020),T,Total,1777.7
2008,European Union - 27 countries (from 2020),T,Total,1808.7
2009,European Union - 27 countries (from 2020),T,Total,1844.3
2010,European Union - 27 countries (from 2020),T,Total,1814.8
2011,European Union - 27 countries (from 2020),T,Total,1913.0
2012,European Union - 27 countries (from 2020),T,Total,1868.5
2013,European Union - 27 countries (from 2020),T,Total,1971.2
2015,European Union - 27 countries (from 2020),T,Total,2158.9
2016,European Union - 27 countries (from 2020),T,Total,2337.1
2017,European Union - 27 countries (from 2020),T,Total,2366.2
2018,European Union - 27 countries (from 2020),T,Total,2524.1
2019,European Union - 27 countries (from 2020),T,Total,2626.0
2020,European Union - 27 countries (from 2020),T,Total,2709.0
2022,European Union - 27 countries (from 2020),T,Total,2997.5
2023,European Union - 27 countries (from 2020),T,Total,3096.0
2004,European Union - 28 countries (2013-2020),T,Total,1371.5
2006,European Union - 28 countries (2013-2020),T,Total,1966.8
2007,European Union - 28 countries (2013-2020),T,Total,2174.3
2008,European Union - 28 countries (2013-2020),T,Total,2182.8
2009,European Union - 28 countries (2013-2020),T,Total,2233.7
2010,European Union - 28 countries (2013-2020),T,Total,2195.7
2011,European Union - 28 countries (2013-2020),T,Total,2236.9
2012,European Union - 28 countries (2013-2020),T,Total,2161.4
2013,European Union - 28 countries (2013-2020),T,Total,2262.0
2015,European Union - 28 countries (2013-2020),T,Total,2477.5
2016,European Union - 28 countries (2013-2020),T,Total,2690.4
2017,European Union - 28 countries (2013-2020),T,Total,2682.6
2018,European Union - 28 countries (2013-2020),T,Total,2841.8
2019,European Union - 28 countries (2013-2020),T,Total,2945.8
2004,Finland,T,Total,19.3
2006,Finland,T,Total,22.2
2009,Finland,T,Total,31.3
2010,Finland,T,Total,29.0
2011,Finland,T,Total,28.1
2012,Finland,T,Total,23.8
2013,Finland,T,Total,29.6
2015,Finland,T,Total,31.4
2016,Finland,T,Total,58.0
2017,Finland,T,Total,58.5
2018,Finland,T,Total,59.6
2019,Finland,T,Total,55.9
2020,Finland,T,Total,62.1
2022,Finland,T,Total,66.2
2023,Finland,T,Total,61.8
2004,France,T,Total,159.2
2007,France,T,Total,201.2
2008,France,T,Total,201.7
2009,France,T,Total,220.2
2010,France,T,Total,227.5
2011,France,T,Total,242.5
2012,France,T,Total,222.8
2015,France,T,Total,268.0
2016,France,T,Total,277.3
2017,France,T,Total,277.5
2018,France,T,Total,294.4
2019,France,T,Total,317.6
2020,France,T,Total,362.8
2011,Croatia,T,Total,11.0
2012,Croatia,T,Total,11.9
2013,Croatia,T,Total,11.4
2015,Croatia,T,Total,14.1
2016,Croatia,T,Total,18.1
2017,Croatia,T,Total,18.0
2018,Croatia,T,Total,23.2
2020,Croatia,T,Total,25.0
2022,Croatia,T,Total,23.9
2023,Croatia,T,Total,23.2
2004,Hungary,T,Total,36.2
2006,Hungary,T,Total,43.1
2007,Hungary,T,Total,49.0
2008,Hungary,T,Total,54.1
2009,Hungary,T,Total,51.0
2010,Hungary,T,Total,55.6
2011,Hungary,T,Total,57.1
2012,Hungary,T,Total,64.4
2013,Hungary,T,Total,66.1
2015,Hungary,T,Total,76.4
2016,Hungary,T,Total,81.8
2017,Hungary,T,Total,68.4
2018,Hungary,T,Total,79.2
2019,Hungary,T,Total,72.4
2020,Hungary,T,Total,75.1
2022,Hungary,T,Total,74.6
2023,Hungary,T,Total,69.3
2004,Ireland,T,Total,43.1
2006,Ireland,T,Total,9.4
2008,Ireland,T,Total,36.6
2009,Ireland,T,Total,33.7
2010,Ireland,T,Total,30.8
2011,Ireland,T,Total,30.8
2012,Ireland,T,Total,31.3
2013,Ireland,T,Total,32.7
2015,Ireland,T,Total,30.0
2016,Ireland,T,Total,20.2
2018,Ireland,T,Total,56.0
2019,Ireland,T,Total,57.2
2020,Ireland,T,Total,68.4
2022,Ireland,T,Total,73.7
2023,Ireland,T,Total,80.6
2008,Iceland,T,Total,1.4
2009,Iceland,T,Total,1.8
2010,Iceland,T,Total,2.0
2011,Iceland,T,Total,1.8
2012,Iceland,T,Total,1.7
2013,Iceland,T,Total,2.0
2015,Iceland,T,Total,1.9
2016,Iceland,T,Total,2.1
2017,Iceland,T,Total,3.1
2018,Iceland,T,Total,2.6
2019,Iceland,T,Total,2.6
2006,Italy,T,Total,173.2
2007,Italy,T,Total,175.6
2008,Italy,T,Total,179.2
2009,Italy,T,Total,174.8
2010,Italy,T,Total,154.9
2011,Italy,T,Total,151.5
2012,Italy,T,Total,155.4
2013,Italy,T,Total,147.2
2015,Italy,T,Total,143.1
2016,Italy,T,Total,129.0
2017,Italy,T,Total,138.6
2019,Italy,T,Total,147.2
2020,Italy,T,Total,146.5
2022,Italy,T,Total,159.2
2023,Italy,T,Total,180.0
2009,Lithuania,T,Total,10.7
2010,Lithuania,T,Total,12.5
2011,Lithuania,T,Total,12.7
2012,Lithuania,T,Total,10.5
2013,Lithuania,T,Total,11.8
2015,Lithuania,T,Total,16.8
2016,Lithuania,T,Total,16.4
2017,Lithuania,T,Total,17.5
2018,Lithuania,T,Total,18.6
2019,Lithuania,T,Total,23.7
2020,Lithuania,T,Total,27.8
2022,Lithuania,T,Total,27.3
2023,Lithuania,T,Total,26.2
2004,Luxembourg,T,Total,1.7
2006,Luxembourg,T,Total,1.8
2008,Luxembourg,T,Total,2.2
2010,Luxembourg,T,Total,3.2
2011,Luxembourg,T,Total,2.7
2012,Luxembourg,T,Total,3.5
2013,Luxembourg,T,Total,3.5
2016,Luxembourg,T,Total,3.0
2017,Luxembourg,T,Total,5.4
2018,Luxembourg,T,Total,5.1
2019,Luxembourg,T,Total,7.3
2020,Luxembourg,T,Total,7.2
2022,Luxembourg,T,Total,8.7
2023,Luxembourg,T,Total,9.5
2006,Latvia,T,Total,6.0
2007,Latvia,T,Total,6.7
2008,Latvia,T,Total,6.7
2009,Latvia,T,Total,3.9
2010,Latvia,T,Total,5.3
2011,Latvia,T,Total,6.9
2012,Latvia,T,Total,5.6
2013,Latvia,T,Total,5.8
2015,Latvia,T,Total,7.6
2016,Latvia,T,Total,10.2
2017,Latvia,T,Total,13.8
2018,Latvia,T,Total,8.9
2019,Latvia,T,Total,14.4
2020,Latvia,T,Total,12.1
2022,Latvia,T,Total,14.8
2023,Latvia,T,Total,15.7
2011,Montenegro,T,Total,2.1
2012,Montenegro,T,Total,2.5
2013,Montenegro,T,Total,1.9
2015,Montenegro,T,Total,3.1
2016,Montenegro,T,Total,2.1
2017,Montenegro,T,Total,2.6
2018,Montenegro,T,Total,3.0
2019,Montenegro,T,Total,2.6
2020,Montenegro,T,Total,2.4
2006,North Macedonia,T,Total,2.3
2007,North Macedonia,T,Total,1.7
2008,North Macedonia,T,Total,2.0
2009,North Macedonia,T,Total,2.4
2010,North Macedonia,T,Total,2.8
2011,North Macedonia,T,Total,2.3
2012,North Macedonia,T,Total,2.5
2013,North Macedonia,T,Total,4.1
2015,North Macedonia,T,Total,4.9
2016,North Macedonia,T,Total,8.8
2017,North Macedonia,T,Total,8.4
2018,North Macedonia,T,Total,9.6
2019,North Macedonia,T,Total,12.2
2020,North Macedonia,T,Total,14.9
2006,Malta,T,Total,1.6
2007,Malta,T,Total,2.5
2008,Malta,T,Total,2.8
2009,Malta,T,Total,2.0
2010,Malta,T,Total,2.5
2012,Malta,T,Total,4.4
2013,Malta,T,Total,4.6
2015,Malta,T,Total,5.3
2016,Malta,T,Total,6.6
2017,Malta,T,Total,8.0
2018,Malta,T,Total,8.1
2019,Malta,T,Total,7.4
2020,Malta,T,Total,8.3
2022,Malta,T,Total,8.4
2023,Malta,T,Total,11.2
2004,Netherlands,T,Total,59.6
2007,Netherlands,T,Total,73.4
2008,Netherlands,T,Total,85.5
2009,Netherlands,T,Total,85.4
2010,Netherlands,T,Total,92.1
2011,Netherlands,T,Total,92.3
2012,Netherlands,T,Total,89.2
2015,Netherlands,T,Total,126.3
2016,Netherlands,T,Total,110.4
2017,Netherlands,T,Total,104.8
2018,Netherlands,T,Total,118.4
2020,Netherlands,T,Total,131.8
2022,Netherlands,T,Total,158.7
2023,Netherlands,T,Total,147.4
2015,Norway,T,Total,23.7
2016,Norway,T,Total,28.3
2017,Norway,T,Total,27.7
2018,Norway,T,Total,29.4
2019,Norway,T,Total,30.6
2020,Norway,T,Total,30.8
2022,Norway,T,Total,33.1
2023,Norway,T,Total,41.4
2006,Poland,T,Total,164.7
2007,Poland,T,Total,187.5
2008,Poland,T,Total,211.4
2009,Poland,T,Total,240.0
2011,Poland,T,Total,236.3
2012,Poland,T,Total,256.8
2013,Poland,T,Total,268.4
2015,Poland,T,Total,308.7
2016,Poland,T,Total,317.4
2017,Poland,T,Total,314.3
2018,Poland,T,Total,323.0
2020,Poland,T,Total,338.8
2022,Poland,T,Total,370.4
2023,Poland,T,Total,361.8
2006,Portugal,T,Total,47.4
2007,Portugal,T,Total,55.7
2008,Portugal,T,Total,50.3
2009,Portugal,T,Total,53.7
2010,Portugal,T,Total,49.8
2012,Portugal,T,Total,37.1
2013,Portugal,T,Total,39.8
2015,Portugal,T,Total,48.9
2016,Portugal,T,Total,49.5
2017,Portugal,T,Total,47.3
2018,Portugal,T,Total,57.4
2019,Portugal,T,Total,56.9
2020,Portugal,T,Total,66.0
2022,Portugal,T,Total,59.4
2023,Portugal,T,Total,71.9
2004,Romania,T,Total,61.5
2006,Romania,T,Total,84.5
2007,Romania,T,Total,91.8
2008,Romania,T,Total,104.2
2009,Romania,T,Total,83.5
2011,Romania,T,Total,70.7
2012,Romania,T,Total,72.4
2013,Romania,T,Total,77.6
2015,Romania,T,Total,64.1
2016,Romania,T,Total,63.5
2017,Romania,T,Total,64.1
2018,Romania,T,Total,68.9
2019,Romania,T,Total,68.1
2020,Romania,T,Total,80.3
2022,Romania,T,Total,97.1
2023,Romania,T,Total,85.6
2011,Serbia,T,Total,7.9
2012,Serbia,T,Total,11.0
2013,Serbia,T,Total,9.2
2015,Serbia,T,Total,16.4
2016,Serbia,T,Total,25.6
2017,Serbia,T,Total,22.2
2018,Serbia,T,Total,21.3
2019,Serbia,T,Total,26.7
2020,Serbia,T,Total,27.4
2022,Serbia,T,Total,27.2
2023,Serbia,T,Total,35.7
2004,Sweden,T,Total,19.0
2007,Sweden,T,Total,37.6
2008,Sweden,T,Total,35.8
2009,Sweden,T,Total,36.0
2010,Sweden,T,Total,38.9
2011,Sweden,T,Total,41.7
2012,Sweden,T,Total,42.7
2013,Sweden,T,Total,44.5
2015,Sweden,T,Total,49.1
2016,Sweden,T,Total,52.5
2017,Sweden,T,Total,56.4
2019,Sweden,T,Total,54.3
2020,Sweden,T,Total,58.7
2022,Sweden,T,Total,63.5
2023,Sweden,T,Total,73.9
2012,Slovenia,T,Total,4.5
2013,Slovenia,T,Total,4.0
2015,Slovenia,T,Total,8.5
2016,Slovenia,T,Total,7.9
2017,Slovenia,T,Total,11.6
2018,Slovenia,T,Total,13.6
2019,Slovenia,T,Total,12.9
2020,Slovenia,T,Total,12.9
2022,Slovenia,T,Total,16.1
2004,Slovakia,T,Total,5.3
2006,Slovakia,T,Total,5.4
2007,Slovakia,T,Total,6.2
2008,Slovakia,T,Total,6.1
2009,Slovakia,T,Total,10.6
2010,Slovakia,T,Total,13.6
2012,Slovakia,T,Total,11.3
2013,Slovakia,T,Total,14.9
2015,Slovakia,T,Total,19.2
2016,Slovakia,T,Total,25.4
2017,Slovakia,T,Total,27.7
2018,Slovakia,T,Total,28.9
2019,Slovakia,T,Total,28.5
2020,Slovakia,T,Total,30.7
2022,Slovakia,T,Total,37.9
2023,Slovakia,T,Total,32.8
2009,Türkiye,T,Total,92.8
2010,Türkiye,T,Total,102.5
2011,Türkiye,T,Total,119.5
2012,Türkiye,T,Total,152.2
2013,Türkiye,T,Total,177.1
2015,Türkiye,T,Total,170.2
2016,Türkiye,T,Total,184.9
2017,Türkiye,T,Total,196.0
2018,Türkiye,T,Total,181.7
2019,Türkiye,T,Total,185.3
2020,Türkiye,T,Total,182.5
2022,Türkiye,T,Total,225.0
2023,Türkiye,T,Total,246.0
2006,United Kingdom,T,Total,404.1
2009,United Kingdom,T,Total,389.4
2012,United Kingdom,T,Total,292.9
2013,United Kingdom,T,Total,290.8
2015,United Kingdom,T,Total,318.6
2016,United Kingdom,T,Total,352.9
2017,United Kingdom,T,Total,316.9
2018,United Kingdom,T,Total,315.4
2019,United Kingdom,T,Total,325.1
