time_period,geo,age,obs_value
2007,Slovakia,From 35 to 74 years,
2007,Slovenia,From 15 to 34 years,66.8
2007,Slovenia,From 15 to 74 years,100.0
2007,Slovenia,From 35 to 74 years,33.2
2007,Spain,From 15 to 34 years,79.6
2007,Spain,From 15 to 74 years,100.0
2007,Spain,From 35 to 74 years,20.4
2007,Sweden,From 15 to 34 years,56.4
2007,Sweden,From 15 to 74 years,100.0
2007,Sweden,From 35 to 74 years,43.6
2007,Switzerland,From 15 to 34 years,54.5
2007,Switzerland,From 15 to 74 years,100.0
2007,Switzerland,From 35 to 74 years,45.5
2007,Türkiye,From 15 to 34 years,
2007,Türkiye,From 15 to 74 years,
2007,Türkiye,From 35 to 74 years,
2007,United Kingdom,From 15 to 34 years,63.1
2007,United Kingdom,From 15 to 74 years,100.0
2007,United Kingdom,From 35 to 74 years,36.9
2006,Austria,From 15 to 34 years,73.7
2006,Austria,From 15 to 74 years,100.0
2006,Austria,From 35 to 74 years,26.3
2006,Belgium,From 15 to 34 years,73.0
2006,Belgium,From 15 to 74 years,100.0
2006,Belgium,From 35 to 74 years,27.0
2006,Bulgaria,From 15 to 34 years,82.1
2006,Bulgaria,From 15 to 74 years,100.0
2006,Bulgaria,From 35 to 74 years,
2006,Croatia,From 15 to 34 years,
2006,Croatia,From 15 to 74 years,
2006,Croatia,From 35 to 74 years,
2006,Cyprus,From 15 to 34 years,82.7
2006,Cyprus,From 15 to 74 years,100.0
2006,Cyprus,From 35 to 74 years,17.3
2006,Czechia,From 15 to 34 years,86.0
2006,Czechia,From 15 to 74 years,100.0
2006,Czechia,From 35 to 74 years,14.0
2006,Denmark,From 15 to 34 years,61.1
2006,Denmark,From 15 to 74 years,100.0
2006,Denmark,From 35 to 74 years,38.9
2006,Estonia,From 15 to 34 years,85.5
2006,Estonia,From 15 to 74 years,100.0
2006,Estonia,From 35 to 74 years,
2006,European Union - 15 countries (1995-2004),From 15 to 34 years,72.3
2006,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2006,European Union - 15 countries (1995-2004),From 35 to 74 years,27.7
2006,European Union - 27 countries (from 2020),From 15 to 34 years,76.8
2006,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2006,European Union - 27 countries (from 2020),From 35 to 74 years,23.2
2006,European Union - 28 countries (2013-2020),From 15 to 34 years,74.6
2006,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2006,European Union - 28 countries (2013-2020),From 35 to 74 years,25.4
2006,Finland,From 15 to 34 years,50.2
2006,Finland,From 15 to 74 years,100.0
2006,Finland,From 35 to 74 years,49.8
2006,France,From 15 to 34 years,74.5
2006,France,From 15 to 74 years,100.0
2006,France,From 35 to 74 years,25.5
2006,Germany,From 15 to 34 years,63.6
2006,Germany,From 15 to 74 years,100.0
2006,Germany,From 35 to 74 years,36.4
2006,Greece,From 15 to 34 years,88.1
2006,Greece,From 15 to 74 years,100.0
2006,Greece,From 35 to 74 years,11.9
2006,Hungary,From 15 to 34 years,85.3
2006,Hungary,From 15 to 74 years,100.0
2006,Hungary,From 35 to 74 years,14.7
2006,Iceland,From 15 to 34 years,
2006,Iceland,From 15 to 74 years,
2006,Iceland,From 35 to 74 years,
2006,Ireland,From 15 to 34 years,80.8
2006,Ireland,From 15 to 74 years,100.0
2006,Ireland,From 35 to 74 years,
2006,Italy,From 15 to 34 years,77.2
2006,Italy,From 15 to 74 years,100.0
2006,Italy,From 35 to 74 years,22.8
2006,Latvia,From 15 to 34 years,90.0
2006,Latvia,From 15 to 74 years,100.0
2006,Latvia,From 35 to 74 years,
2006,Lithuania,From 15 to 34 years,82.5
2006,Lithuania,From 15 to 74 years,100.0
2006,Lithuania,From 35 to 74 years,
2006,Luxembourg,From 15 to 34 years,62.9
2006,Luxembourg,From 15 to 74 years,100.0
2006,Luxembourg,From 35 to 74 years,37.1
2006,Malta,From 15 to 34 years,89.3
2006,Malta,From 15 to 74 years,100.0
2006,Malta,From 35 to 74 years,
2006,Netherlands,From 15 to 34 years,67.3
2006,Netherlands,From 15 to 74 years,100.0
2006,Netherlands,From 35 to 74 years,32.7
2006,North Macedonia,From 15 to 34 years,75.9
2006,North Macedonia,From 15 to 74 years,100.0
2006,North Macedonia,From 35 to 74 years,24.1
2006,Norway,From 15 to 34 years,
2006,Norway,From 15 to 74 years,
2006,Norway,From 35 to 74 years,
2006,Poland,From 15 to 34 years,85.8
2006,Poland,From 15 to 74 years,100.0
2006,Poland,From 35 to 74 years,14.2
2006,Portugal,From 15 to 34 years,84.1
2006,Portugal,From 15 to 74 years,100.0
2006,Portugal,From 35 to 74 years,15.9
2006,Romania,From 15 to 34 years,85.7
2006,Romania,From 15 to 74 years,100.0
2006,Romania,From 35 to 74 years,14.3
2006,Slovakia,From 15 to 34 years,90.8
2006,Slovakia,From 15 to 74 years,100.0
2006,Slovakia,From 35 to 74 years,
2006,Slovenia,From 15 to 34 years,54.0
2006,Slovenia,From 15 to 74 years,100.0
2006,Slovenia,From 35 to 74 years,46.0
2006,Spain,From 15 to 34 years,86.1
2006,Spain,From 15 to 74 years,100.0
2006,Spain,From 35 to 74 years,13.9
2006,Sweden,From 15 to 34 years,59.2
2006,Sweden,From 15 to 74 years,100.0
2006,Sweden,From 35 to 74 years,40.8
2006,Switzerland,From 15 to 34 years,54.2
2006,Switzerland,From 15 to 74 years,100.0
2006,Switzerland,From 35 to 74 years,45.8
2006,Türkiye,From 15 to 34 years,
2006,Türkiye,From 15 to 74 years,
2006,Türkiye,From 35 to 74 years,
2006,United Kingdom,From 15 to 34 years,66.1
2006,United Kingdom,From 15 to 74 years,100.0
2006,United Kingdom,From 35 to 74 years,33.9
2005,Austria,From 15 to 34 years,73.7
2005,Austria,From 15 to 74 years,100.0
2005,Austria,From 35 to 74 years,26.3
2005,Belgium,From 15 to 34 years,77.5
2005,Belgium,From 15 to 74 years,100.0
2005,Belgium,From 35 to 74 years,22.5
2005,Bulgaria,From 15 to 34 years,79.6
2005,Bulgaria,From 15 to 74 years,100.0
2005,Bulgaria,From 35 to 74 years,
2005,Croatia,From 15 to 34 years,93.5
2005,Croatia,From 15 to 74 years,100.0
2005,Croatia,From 35 to 74 years,
2005,Cyprus,From 15 to 34 years,88.0
2005,Cyprus,From 15 to 74 years,100.0
2005,Cyprus,From 35 to 74 years,
2005,Czechia,From 15 to 34 years,
2005,Czechia,From 15 to 74 years,
2005,Czechia,From 35 to 74 years,
2005,Denmark,From 15 to 34 years,66.4
2005,Denmark,From 15 to 74 years,100.0
2005,Denmark,From 35 to 74 years,33.6
2005,Estonia,From 15 to 34 years,77.5
2005,Estonia,From 15 to 74 years,100.0
2005,Estonia,From 35 to 74 years,
2005,European Union - 15 countries (1995-2004),From 15 to 34 years,70.9
2005,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2005,European Union - 15 countries (1995-2004),From 35 to 74 years,29.1
2005,European Union - 27 countries (from 2020),From 15 to 34 years,75.3
2005,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2005,European Union - 27 countries (from 2020),From 35 to 74 years,24.7
2005,European Union - 28 countries (2013-2020),From 15 to 34 years,73.3
2005,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2005,European Union - 28 countries (2013-2020),From 35 to 74 years,26.7
2005,Finland,From 15 to 34 years,49.7
2005,Finland,From 15 to 74 years,100.0
2005,Finland,From 35 to 74 years,50.3
2005,France,From 15 to 34 years,78.1
2005,France,From 15 to 74 years,100.0
2005,France,From 35 to 74 years,21.9
2005,Germany,From 15 to 34 years,60.5
2005,Germany,From 15 to 74 years,100.0
2005,Germany,From 35 to 74 years,39.5
2005,Greece,From 15 to 34 years,90.3
2005,Greece,From 15 to 74 years,100.0
2005,Greece,From 35 to 74 years,9.7
2005,Hungary,From 15 to 34 years,83.5
2005,Hungary,From 15 to 74 years,100.0
2005,Hungary,From 35 to 74 years,16.5
2005,Iceland,From 15 to 34 years,
2005,Iceland,From 15 to 74 years,
2005,Iceland,From 35 to 74 years,
2005,Ireland,From 15 to 34 years,92.6
2005,Ireland,From 15 to 74 years,100.0
2005,Ireland,From 35 to 74 years,7.4
2005,Italy,From 15 to 34 years,76.3
2005,Italy,From 15 to 74 years,100.0
2005,Italy,From 35 to 74 years,23.7
2005,Latvia,From 15 to 34 years,85.3
2005,Latvia,From 15 to 74 years,100.0
2005,Latvia,From 35 to 74 years,
2005,Lithuania,From 15 to 34 years,81.8
2005,Lithuania,From 15 to 74 years,100.0
2005,Lithuania,From 35 to 74 years,
2005,Luxembourg,From 15 to 34 years,68.6
2005,Luxembourg,From 15 to 74 years,100.0
2005,Luxembourg,From 35 to 74 years,31.4
2005,Malta,From 15 to 34 years,91.0
2005,Malta,From 15 to 74 years,100.0
2005,Malta,From 35 to 74 years,
2005,Netherlands,From 15 to 34 years,69.0
2005,Netherlands,From 15 to 74 years,100.0
2005,Netherlands,From 35 to 74 years,31.0
2005,Norway,From 15 to 34 years,
2005,Norway,From 15 to 74 years,
2005,Norway,From 35 to 74 years,
2005,Poland,From 15 to 34 years,84.4
2005,Poland,From 15 to 74 years,100.0
2005,Poland,From 35 to 74 years,15.6
2005,Portugal,From 15 to 34 years,81.9
2005,Portugal,From 15 to 74 years,100.0
2005,Portugal,From 35 to 74 years,18.1
2005,Romania,From 15 to 34 years,86.0
2005,Romania,From 15 to 74 years,100.0
2005,Romania,From 35 to 74 years,14.0
2005,Slovakia,From 15 to 34 years,97.9
2005,Slovakia,From 15 to 74 years,100.0
2005,Slovakia,From 35 to 74 years,
2005,Slovenia,From 15 to 34 years,41.9
2005,Slovenia,From 15 to 74 years,100.0
2005,Slovenia,From 35 to 74 years,58.1
2005,Spain,From 15 to 34 years,
2005,Spain,From 15 to 74 years,
2005,Spain,From 35 to 74 years,
2005,Sweden,From 15 to 34 years,65.2
2005,Sweden,From 15 to 74 years,100.0
2005,Sweden,From 35 to 74 years,34.8
2005,Switzerland,From 15 to 34 years,59.3
2005,Switzerland,From 15 to 74 years,100.0
2005,Switzerland,From 35 to 74 years,40.7
2005,United Kingdom,From 15 to 34 years,66.8
2005,United Kingdom,From 15 to 74 years,100.0
2005,United Kingdom,From 35 to 74 years,33.2
2004,Austria,From 15 to 34 years,75.4
2004,Austria,From 15 to 74 years,100.0
2004,Austria,From 35 to 74 years,
2004,Belgium,From 15 to 34 years,74.6
2004,Belgium,From 15 to 74 years,100.0
2004,Belgium,From 35 to 74 years,25.4
2004,Bulgaria,From 15 to 34 years,
2004,Bulgaria,From 15 to 74 years,
2004,Bulgaria,From 35 to 74 years,
2004,Croatia,From 15 to 34 years,
2004,Croatia,From 15 to 74 years,
2004,Croatia,From 35 to 74 years,
2004,Cyprus,From 15 to 34 years,87.6
2004,Cyprus,From 15 to 74 years,100.0
2004,Cyprus,From 35 to 74 years,
2004,Czechia,From 15 to 34 years,
2004,Czechia,From 15 to 74 years,
2004,Czechia,From 35 to 74 years,
2004,Denmark,From 15 to 34 years,55.1
2004,Denmark,From 15 to 74 years,100.0
2004,Denmark,From 35 to 74 years,44.9
2004,Estonia,From 15 to 34 years,
2004,Estonia,From 15 to 74 years,100.0
2004,Estonia,From 35 to 74 years,
2004,European Union - 15 countries (1995-2004),From 15 to 34 years,71.2
2004,European Union - 15 countries (1995-2004),From 15 to 74 years,100.0
2004,European Union - 15 countries (1995-2004),From 35 to 74 years,28.8
2004,European Union - 27 countries (from 2020),From 15 to 34 years,75.8
2004,European Union - 27 countries (from 2020),From 15 to 74 years,100.0
2004,European Union - 27 countries (from 2020),From 35 to 74 years,24.2
2004,European Union - 28 countries (2013-2020),From 15 to 34 years,72.5
2004,European Union - 28 countries (2013-2020),From 15 to 74 years,100.0
2004,European Union - 28 countries (2013-2020),From 35 to 74 years,27.5
2004,Finland,From 15 to 34 years,43.3
2004,Finland,From 15 to 74 years,100.0
2004,Finland,From 35 to 74 years,56.7
2004,France,From 15 to 34 years,75.4
2004,France,From 15 to 74 years,100.0
2004,France,From 35 to 74 years,24.6
2004,Germany,From 15 to 34 years,62.9
2004,Germany,From 15 to 74 years,100.0
2004,Germany,From 35 to 74 years,37.1
2004,Greece,From 15 to 34 years,90.7
2004,Greece,From 15 to 74 years,100.0
2004,Greece,From 35 to 74 years,9.3
2004,Hungary,From 15 to 34 years,82.9
2004,Hungary,From 15 to 74 years,100.0
2004,Hungary,From 35 to 74 years,17.1
2004,Iceland,From 15 to 34 years,
2004,Iceland,From 15 to 74 years,
2004,Iceland,From 35 to 74 years,
2004,Ireland,From 15 to 34 years,92.3
2004,Ireland,From 15 to 74 years,100.0
2004,Ireland,From 35 to 74 years,7.7
2004,Italy,From 15 to 34 years,77.6
2004,Italy,From 15 to 74 years,100.0
2004,Italy,From 35 to 74 years,22.4
2004,Latvia,From 15 to 34 years,
2004,Latvia,From 15 to 74 years,
2004,Latvia,From 35 to 74 years,
2004,Lithuania,From 15 to 34 years,89.5
2004,Lithuania,From 15 to 74 years,100.0
2004,Lithuania,From 35 to 74 years,
2004,Luxembourg,From 15 to 34 years,80.6
2004,Luxembourg,From 15 to 74 years,100.0
2004,Luxembourg,From 35 to 74 years,
2004,Malta,From 15 to 34 years,89.7
2004,Malta,From 15 to 74 years,100.0
2004,Malta,From 35 to 74 years,
2004,Netherlands,From 15 to 34 years,80.4
2004,Netherlands,From 15 to 74 years,100.0
2004,Netherlands,From 35 to 74 years,19.6
2004,Norway,From 15 to 34 years,
2004,Norway,From 15 to 74 years,
2004,Norway,From 35 to 74 years,
2004,Poland,From 15 to 34 years,87.9
2004,Poland,From 15 to 74 years,100.0
2004,Poland,From 35 to 74 years,
2004,Portugal,From 15 to 34 years,87.5
2004,Portugal,From 15 to 74 years,100.0
2004,Portugal,From 35 to 74 years,
2004,Romania,From 15 to 34 years,87.1
2004,Romania,From 15 to 74 years,100.0
2004,Romania,From 35 to 74 years,12.9
2004,Slovakia,From 15 to 34 years,87.9
2004,Slovakia,From 15 to 74 years,100.0
2004,Slovakia,From 35 to 74 years,
2004,Slovenia,From 15 to 34 years,72.2
2004,Slovenia,From 15 to 74 years,100.0
2004,Slovenia,From 35 to 74 years,
2004,Spain,From 15 to 34 years,
2004,Spain,From 15 to 74 years,
2004,Spain,From 35 to 74 years,
2004,Sweden,From 15 to 34 years,58.6
2004,Sweden,From 15 to 74 years,100.0
2004,Sweden,From 35 to 74 years,41.4
2004,Switzerland,From 15 to 34 years,61.2
2004,Switzerland,From 15 to 74 years,100.0
2004,Switzerland,From 35 to 74 years,38.8
2004,United Kingdom,From 15 to 34 years,64.3
2004,United Kingdom,From 15 to 74 years,100.0
2004,United Kingdom,From 35 to 74 years,35.7
