Last internet use,Age and education,Country,Year,Value
in last 3 months,Individuals aged 55 to 74 with medium formal education,Cyprus,2022,80.54
more than a year ago,Individuals aged 16-24 with high formal education,Cyprus,2022,0.94
more than a year ago,Individuals aged 16-24 with low education,Cyprus,2022,0.0
more than a year ago,Individuals aged 16-24 with medium formal education,Cyprus,2022,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,Cyprus,2022,0.34
more than a year ago,Individuals aged 25 to 54 with low formal education,Cyprus,2022,2.62
more than a year ago,Individuals aged 25 to 54 with medium formal education,Cyprus,2022,1.27
more than a year ago,Individuals aged 55 to 74 with high formal education,Cyprus,2022,0.97
more than a year ago,Individuals aged 55 to 74 with low formal education,Cyprus,2022,2.17
more than a year ago,Individuals aged 55 to 74 with medium formal education,Cyprus,2022,1.29
Internet use: never,Individuals aged 16-24 with high formal education,Cyprus,2022,0.0
Internet use: never,Individuals aged 16-24 with low education,Cyprus,2022,0.0
Internet use: never,Individuals aged 16-24 with medium formal education,Cyprus,2022,0.56
Internet use: never,Individuals aged 25 to 54 with high formal education,Cyprus,2022,0.25
Internet use: never,Individuals aged 25 to 54 with low formal education,Cyprus,2022,7.86
Internet use: never,Individuals aged 25 to 54 with medium formal education,Cyprus,2022,3.02
Internet use: never,Individuals aged 55 to 74 with high formal education,Cyprus,2022,4.58
Internet use: never,Individuals aged 55 to 74 with low formal education,Cyprus,2022,51.24
Internet use: never,Individuals aged 55 to 74 with medium formal education,Cyprus,2022,17.33
between 3 and 12 months ago,Individuals aged 16-24 with low education,Denmark,2022,0.0
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Denmark,2022,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Denmark,2022,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Denmark,2022,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Denmark,2022,0.34
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Denmark,2022,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Denmark,2022,1.13
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Denmark,2022,0.44
in last 3 months,Individuals aged 16-24 with low education,Denmark,2022,99.4
in last 3 months,Individuals aged 16-24 with medium formal education,Denmark,2022,100.0
in last 3 months,Individuals aged 25 to 54 with high formal education,Denmark,2022,100.0
in last 3 months,Individuals aged 25 to 54 with low formal education,Denmark,2022,95.88
in last 3 months,Individuals aged 25 to 54 with medium formal education,Denmark,2022,98.99
in last 3 months,Individuals aged 55 to 74 with high formal education,Denmark,2022,99.93
in last 3 months,Individuals aged 55 to 74 with low formal education,Denmark,2022,89.75
in last 3 months,Individuals aged 55 to 74 with medium formal education,Denmark,2022,96.37
more than a year ago,Individuals aged 16-24 with low education,Denmark,2022,0.0
more than a year ago,Individuals aged 16-24 with medium formal education,Denmark,2022,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,Denmark,2022,0.0
more than a year ago,Individuals aged 25 to 54 with low formal education,Denmark,2022,1.62
more than a year ago,Individuals aged 25 to 54 with medium formal education,Denmark,2022,0.0
more than a year ago,Individuals aged 55 to 74 with high formal education,Denmark,2022,0.07
more than a year ago,Individuals aged 55 to 74 with low formal education,Denmark,2022,2.09
more than a year ago,Individuals aged 55 to 74 with medium formal education,Denmark,2022,0.88
Internet use: never,Individuals aged 16-24 with low education,Denmark,2022,0.6
Internet use: never,Individuals aged 16-24 with medium formal education,Denmark,2022,0.0
Internet use: never,Individuals aged 25 to 54 with high formal education,Denmark,2022,0.0
Internet use: never,Individuals aged 25 to 54 with low formal education,Denmark,2022,2.5
Internet use: never,Individuals aged 25 to 54 with medium formal education,Denmark,2022,0.68
Internet use: never,Individuals aged 55 to 74 with high formal education,Denmark,2022,0.0
Internet use: never,Individuals aged 55 to 74 with low formal education,Denmark,2022,7.02
Internet use: never,Individuals aged 55 to 74 with medium formal education,Denmark,2022,2.31
between 3 and 12 months ago,Individuals aged 16-24 with low education,Estonia,2022,1.08
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Estonia,2022,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Estonia,2022,0.15
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Estonia,2022,0.96
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Estonia,2022,0.24
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Estonia,2022,1.59
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Estonia,2022,0.5
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Estonia,2022,2.24
in last 3 months,Individuals aged 16-24 with low education,Estonia,2022,98.68
in last 3 months,Individuals aged 16-24 with medium formal education,Estonia,2022,98.98
in last 3 months,Individuals aged 25 to 54 with high formal education,Estonia,2022,99.24
in last 3 months,Individuals aged 25 to 54 with low formal education,Estonia,2022,92.43
in last 3 months,Individuals aged 25 to 54 with medium formal education,Estonia,2022,98.55
in last 3 months,Individuals aged 55 to 74 with high formal education,Estonia,2022,88.31
in last 3 months,Individuals aged 55 to 74 with low formal education,Estonia,2022,49.11
in last 3 months,Individuals aged 55 to 74 with medium formal education,Estonia,2022,72.67
more than a year ago,Individuals aged 16-24 with low education,Estonia,2022,0.0
more than a year ago,Individuals aged 16-24 with medium formal education,Estonia,2022,1.02
more than a year ago,Individuals aged 25 to 54 with high formal education,Estonia,2022,0.38
more than a year ago,Individuals aged 25 to 54 with low formal education,Estonia,2022,0.0
more than a year ago,Individuals aged 25 to 54 with medium formal education,Estonia,2022,0.43
more than a year ago,Individuals aged 55 to 74 with high formal education,Estonia,2022,2.53
more than a year ago,Individuals aged 55 to 74 with low formal education,Estonia,2022,6.21
more than a year ago,Individuals aged 55 to 74 with medium formal education,Estonia,2022,4.96
Internet use: never,Individuals aged 16-24 with low education,Estonia,2022,0.24
Internet use: never,Individuals aged 16-24 with medium formal education,Estonia,2022,0.0
Internet use: never,Individuals aged 25 to 54 with high formal education,Estonia,2022,0.24
Internet use: never,Individuals aged 25 to 54 with low formal education,Estonia,2022,6.61
Internet use: never,Individuals aged 25 to 54 with medium formal education,Estonia,2022,0.78
Internet use: never,Individuals aged 55 to 74 with high formal education,Estonia,2022,7.57
Internet use: never,Individuals aged 55 to 74 with low formal education,Estonia,2022,44.18
Internet use: never,Individuals aged 55 to 74 with medium formal education,Estonia,2022,20.12
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,European Union - 27 countries (from 2020),2022,0.05
between 3 and 12 months ago,Individuals aged 16-24 with low education,European Union - 27 countries (from 2020),2022,0.55
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,European Union - 27 countries (from 2020),2022,0.38
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,European Union - 27 countries (from 2020),2022,0.24
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,European Union - 27 countries (from 2020),2022,1.8
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,European Union - 27 countries (from 2020),2022,0.89
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,European Union - 27 countries (from 2020),2022,0.97
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,European Union - 27 countries (from 2020),2022,2.39
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,European Union - 27 countries (from 2020),2022,2.2
in last 3 months,Individuals aged 16-24 with high formal education,European Union - 27 countries (from 2020),2022,99.59
in last 3 months,Individuals aged 16-24 with low education,European Union - 27 countries (from 2020),2022,96.76
in last 3 months,Individuals aged 16-24 with medium formal education,European Union - 27 countries (from 2020),2022,98.42
in last 3 months,Individuals aged 25 to 54 with high formal education,European Union - 27 countries (from 2020),2022,99.03
in last 3 months,Individuals aged 25 to 54 with low formal education,European Union - 27 countries (from 2020),2022,86.76
in last 3 months,Individuals aged 25 to 54 with medium formal education,European Union - 27 countries (from 2020),2022,96.27
in last 3 months,Individuals aged 55 to 74 with high formal education,European Union - 27 countries (from 2020),2022,94.91
in last 3 months,Individuals aged 55 to 74 with low formal education,European Union - 27 countries (from 2020),2022,60.94
in last 3 months,Individuals aged 55 to 74 with medium formal education,European Union - 27 countries (from 2020),2022,80.11
more than a year ago,Individuals aged 16-24 with high formal education,European Union - 27 countries (from 2020),2022,0.15
more than a year ago,Individuals aged 16-24 with low education,European Union - 27 countries (from 2020),2022,0.84
more than a year ago,Individuals aged 16-24 with medium formal education,European Union - 27 countries (from 2020),2022,0.56
more than a year ago,Individuals aged 25 to 54 with high formal education,European Union - 27 countries (from 2020),2022,0.31
more than a year ago,Individuals aged 25 to 54 with low formal education,European Union - 27 countries (from 2020),2022,2.49
more than a year ago,Individuals aged 25 to 54 with medium formal education,European Union - 27 countries (from 2020),2022,0.97
more than a year ago,Individuals aged 55 to 74 with high formal education,European Union - 27 countries (from 2020),2022,1.51
more than a year ago,Individuals aged 55 to 74 with low formal education,European Union - 27 countries (from 2020),2022,3.41
more than a year ago,Individuals aged 55 to 74 with medium formal education,European Union - 27 countries (from 2020),2022,3.94
Internet use: never,Individuals aged 16-24 with high formal education,European Union - 27 countries (from 2020),2022,0.18
Internet use: never,Individuals aged 16-24 with low education,European Union - 27 countries (from 2020),2022,1.64
Internet use: never,Individuals aged 16-24 with medium formal education,European Union - 27 countries (from 2020),2022,0.49
Internet use: never,Individuals aged 25 to 54 with high formal education,European Union - 27 countries (from 2020),2022,0.35
Internet use: never,Individuals aged 25 to 54 with low formal education,European Union - 27 countries (from 2020),2022,8.46
Internet use: never,Individuals aged 25 to 54 with medium formal education,European Union - 27 countries (from 2020),2022,1.71
Internet use: never,Individuals aged 55 to 74 with high formal education,European Union - 27 countries (from 2020),2022,2.55
Internet use: never,Individuals aged 55 to 74 with low formal education,European Union - 27 countries (from 2020),2022,32.59
Internet use: never,Individuals aged 55 to 74 with medium formal education,European Union - 27 countries (from 2020),2022,13.56
between 3 and 12 months ago,Individuals aged 16-24 with low education,Finland,2022,0.0
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Finland,2022,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Finland,2022,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Finland,2022,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Finland,2022,0.41
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Finland,2022,0.22
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Finland,2022,1.7
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Finland,2022,1.13
in last 3 months,Individuals aged 16-24 with low education,Finland,2022,100.0
in last 3 months,Individuals aged 16-24 with medium formal education,Finland,2022,100.0
in last 3 months,Individuals aged 25 to 54 with high formal education,Finland,2022,100.0
in last 3 months,Individuals aged 25 to 54 with low formal education,Finland,2022,98.95
in last 3 months,Individuals aged 25 to 54 with medium formal education,Finland,2022,99.59
in last 3 months,Individuals aged 55 to 74 with high formal education,Finland,2022,98.98
in last 3 months,Individuals aged 55 to 74 with low formal education,Finland,2022,82.01
in last 3 months,Individuals aged 55 to 74 with medium formal education,Finland,2022,92.71
more than a year ago,Individuals aged 16-24 with low education,Finland,2022,0.0
more than a year ago,Individuals aged 16-24 with medium formal education,Finland,2022,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,Finland,2022,0.0
more than a year ago,Individuals aged 25 to 54 with low formal education,Finland,2022,0.0
more than a year ago,Individuals aged 25 to 54 with medium formal education,Finland,2022,0.0
more than a year ago,Individuals aged 55 to 74 with high formal education,Finland,2022,0.0
more than a year ago,Individuals aged 55 to 74 with low formal education,Finland,2022,4.64
more than a year ago,Individuals aged 55 to 74 with medium formal education,Finland,2022,0.5
Internet use: never,Individuals aged 16-24 with low education,Finland,2022,0.0
Internet use: never,Individuals aged 16-24 with medium formal education,Finland,2022,0.0
Internet use: never,Individuals aged 25 to 54 with high formal education,Finland,2022,0.0
Internet use: never,Individuals aged 25 to 54 with low formal education,Finland,2022,1.05
Internet use: never,Individuals aged 25 to 54 with medium formal education,Finland,2022,0.0
Internet use: never,Individuals aged 55 to 74 with high formal education,Finland,2022,0.8
Internet use: never,Individuals aged 55 to 74 with low formal education,Finland,2022,11.65
Internet use: never,Individuals aged 55 to 74 with medium formal education,Finland,2022,5.66
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,France,2022,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,France,2022,0.35
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,France,2022,0.03
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,France,2022,0.13
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,France,2022,1.53
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,France,2022,0.8
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,France,2022,1.7
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,France,2022,3.41
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,France,2022,2.55
in last 3 months,Individuals aged 16-24 with high formal education,France,2022,100.0
in last 3 months,Individuals aged 16-24 with low education,France,2022,96.97
in last 3 months,Individuals aged 16-24 with medium formal education,France,2022,99.64
in last 3 months,Individuals aged 25 to 54 with high formal education,France,2022,98.92
in last 3 months,Individuals aged 25 to 54 with low formal education,France,2022,89.46
in last 3 months,Individuals aged 25 to 54 with medium formal education,France,2022,97.04
in last 3 months,Individuals aged 55 to 74 with high formal education,France,2022,94.11
in last 3 months,Individuals aged 55 to 74 with low formal education,France,2022,59.79
in last 3 months,Individuals aged 55 to 74 with medium formal education,France,2022,81.5
more than a year ago,Individuals aged 16-24 with high formal education,France,2022,0.0
more than a year ago,Individuals aged 16-24 with low education,France,2022,2.43
more than a year ago,Individuals aged 16-24 with medium formal education,France,2022,0.32
more than a year ago,Individuals aged 25 to 54 with high formal education,France,2022,0.51
more than a year ago,Individuals aged 25 to 54 with low formal education,France,2022,3.09
more than a year ago,Individuals aged 25 to 54 with medium formal education,France,2022,1.4
more than a year ago,Individuals aged 55 to 74 with high formal education,France,2022,2.31
more than a year ago,Individuals aged 55 to 74 with low formal education,France,2022,4.95
more than a year ago,Individuals aged 55 to 74 with medium formal education,France,2022,5.21
Internet use: never,Individuals aged 16-24 with high formal education,France,2022,0.0
Internet use: never,Individuals aged 16-24 with low education,France,2022,0.26
Internet use: never,Individuals aged 16-24 with medium formal education,France,2022,0.0
Internet use: never,Individuals aged 25 to 54 with high formal education,France,2022,0.44
Internet use: never,Individuals aged 25 to 54 with low formal education,France,2022,5.93
Internet use: never,Individuals aged 25 to 54 with medium formal education,France,2022,0.76
Internet use: never,Individuals aged 55 to 74 with high formal education,France,2022,1.87
Internet use: never,Individuals aged 55 to 74 with low formal education,France,2022,31.85
Internet use: never,Individuals aged 55 to 74 with medium formal education,France,2022,10.75
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Germany,2022,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Germany,2022,1.01
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Germany,2022,0.7
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Germany,2022,0.55
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Germany,2022,3.35
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Germany,2022,0.91
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Germany,2022,1.01
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Germany,2022,3.83
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Germany,2022,1.7
in last 3 months,Individuals aged 16-24 with high formal education,Germany,2022,100.0
in last 3 months,Individuals aged 16-24 with low education,Germany,2022,95.53
in last 3 months,Individuals aged 16-24 with medium formal education,Germany,2022,97.02
in last 3 months,Individuals aged 25 to 54 with high formal education,Germany,2022,98.64
in last 3 months,Individuals aged 25 to 54 with low formal education,Germany,2022,85.34
in last 3 months,Individuals aged 25 to 54 with medium formal education,Germany,2022,96.37
in last 3 months,Individuals aged 55 to 74 with high formal education,Germany,2022,94.5
in last 3 months,Individuals aged 55 to 74 with low formal education,Germany,2022,68.01
in last 3 months,Individuals aged 55 to 74 with medium formal education,Germany,2022,84.77
more than a year ago,Individuals aged 16-24 with high formal education,Germany,2022,0.0
more than a year ago,Individuals aged 16-24 with low education,Germany,2022,0.61
more than a year ago,Individuals aged 16-24 with medium formal education,Germany,2022,0.86
more than a year ago,Individuals aged 25 to 54 with high formal education,Germany,2022,0.24
more than a year ago,Individuals aged 25 to 54 with low formal education,Germany,2022,2.31
more than a year ago,Individuals aged 25 to 54 with medium formal education,Germany,2022,0.83
more than a year ago,Individuals aged 55 to 74 with high formal education,Germany,2022,1.15
more than a year ago,Individuals aged 55 to 74 with low formal education,Germany,2022,3.47
more than a year ago,Individuals aged 55 to 74 with medium formal education,Germany,2022,3.04
Internet use: never,Individuals aged 16-24 with high formal education,Germany,2022,0.0
Internet use: never,Individuals aged 16-24 with low education,Germany,2022,2.85
Internet use: never,Individuals aged 16-24 with medium formal education,Germany,2022,1.42
Internet use: never,Individuals aged 25 to 54 with high formal education,Germany,2022,0.56
Internet use: never,Individuals aged 25 to 54 with low formal education,Germany,2022,8.99
Internet use: never,Individuals aged 25 to 54 with medium formal education,Germany,2022,1.88
Internet use: never,Individuals aged 55 to 74 with high formal education,Germany,2022,3.34
Internet use: never,Individuals aged 55 to 74 with low formal education,Germany,2022,24.7
Internet use: never,Individuals aged 55 to 74 with medium formal education,Germany,2022,10.49
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Greece,2022,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Greece,2022,0.0
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Greece,2022,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Greece,2022,0.61
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Greece,2022,1.49
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Greece,2022,0.95
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Greece,2022,0.64
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Greece,2022,0.85
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Greece,2022,2.32
in last 3 months,Individuals aged 16-24 with high formal education,Greece,2022,100.0
in last 3 months,Individuals aged 16-24 with low education,Greece,2022,98.68
in last 3 months,Individuals aged 16-24 with medium formal education,Greece,2022,99.63
in last 3 months,Individuals aged 25 to 54 with high formal education,Greece,2022,98.1
in last 3 months,Individuals aged 25 to 54 with low formal education,Greece,2022,70.46
in last 3 months,Individuals aged 25 to 54 with medium formal education,Greece,2022,93.49
in last 3 months,Individuals aged 55 to 74 with high formal education,Greece,2022,92.49
in last 3 months,Individuals aged 55 to 74 with low formal education,Greece,2022,34.77
in last 3 months,Individuals aged 55 to 74 with medium formal education,Greece,2022,64.6
more than a year ago,Individuals aged 16-24 with high formal education,Greece,2022,0.0
more than a year ago,Individuals aged 16-24 with low education,Greece,2022,1.32
more than a year ago,Individuals aged 16-24 with medium formal education,Greece,2022,0.0
more than a year ago,Individuals aged 25 to 54 with high formal education,Greece,2022,0.38
more than a year ago,Individuals aged 25 to 54 with low formal education,Greece,2022,5.53
more than a year ago,Individuals aged 25 to 54 with medium formal education,Greece,2022,1.71
more than a year ago,Individuals aged 55 to 74 with high formal education,Greece,2022,0.9
more than a year ago,Individuals aged 55 to 74 with low formal education,Greece,2022,3.04
more than a year ago,Individuals aged 55 to 74 with medium formal education,Greece,2022,5.6
Internet use: never,Individuals aged 16-24 with high formal education,Greece,2022,0.0
Internet use: never,Individuals aged 16-24 with low education,Greece,2022,0.0
Internet use: never,Individuals aged 16-24 with medium formal education,Greece,2022,0.37
Internet use: never,Individuals aged 25 to 54 with high formal education,Greece,2022,0.91
Internet use: never,Individuals aged 25 to 54 with low formal education,Greece,2022,22.52
Internet use: never,Individuals aged 25 to 54 with medium formal education,Greece,2022,3.86
Internet use: never,Individuals aged 55 to 74 with high formal education,Greece,2022,5.97
Internet use: never,Individuals aged 55 to 74 with low formal education,Greece,2022,61.34
Internet use: never,Individuals aged 55 to 74 with medium formal education,Greece,2022,27.48
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Hungary,2022,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Hungary,2022,0.75
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Hungary,2022,0.6
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Hungary,2022,0.33
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Hungary,2022,1.31
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Hungary,2022,0.24
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Hungary,2022,0.36
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Hungary,2022,0.51
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Hungary,2022,1.14
in last 3 months,Individuals aged 16-24 with high formal education,Hungary,2022,100.0
in last 3 months,Individuals aged 16-24 with low education,Hungary,2022,98.09
in last 3 months,Individuals aged 16-24 with medium formal education,Hungary,2022,98.74
in last 3 months,Individuals aged 25 to 54 with high formal education,Hungary,2022,99.56
in last 3 months,Individuals aged 25 to 54 with low formal education,Hungary,2022,84.01
in last 3 months,Individuals aged 25 to 54 with medium formal education,Hungary,2022,97.71
in last 3 months,Individuals aged 55 to 74 with high formal education,Hungary,2022,94.89
in last 3 months,Individuals aged 55 to 74 with low formal education,Hungary,2022,44.44
in last 3 months,Individuals aged 55 to 74 with medium formal education,Hungary,2022,72.47
more than a year ago,Individuals aged 16-24 with high formal education,Hungary,2022,0.0
more than a year ago,Individuals aged 16-24 with low education,Hungary,2022,1.16
more than a year ago,Individuals aged 16-24 with medium formal education,Hungary,2022,0.67
more than a year ago,Individuals aged 25 to 54 with high formal education,Hungary,2022,0.08
more than a year ago,Individuals aged 25 to 54 with low formal education,Hungary,2022,0.87
more than a year ago,Individuals aged 25 to 54 with medium formal education,Hungary,2022,0.46
more than a year ago,Individuals aged 55 to 74 with high formal education,Hungary,2022,1.11
more than a year ago,Individuals aged 55 to 74 with low formal education,Hungary,2022,1.1
more than a year ago,Individuals aged 55 to 74 with medium formal education,Hungary,2022,1.69
Internet use: never,Individuals aged 16-24 with high formal education,Hungary,2022,0.0
Internet use: never,Individuals aged 16-24 with low education,Hungary,2022,0.0
Internet use: never,Individuals aged 16-24 with medium formal education,Hungary,2022,0.0
Internet use: never,Individuals aged 25 to 54 with high formal education,Hungary,2022,0.04
Internet use: never,Individuals aged 25 to 54 with low formal education,Hungary,2022,13.8
Internet use: never,Individuals aged 25 to 54 with medium formal education,Hungary,2022,1.58
Internet use: never,Individuals aged 55 to 74 with high formal education,Hungary,2022,3.64
Internet use: never,Individuals aged 55 to 74 with low formal education,Hungary,2022,53.95
Internet use: never,Individuals aged 55 to 74 with medium formal education,Hungary,2022,24.7
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Ireland,2022,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Ireland,2022,0.0
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Ireland,2022,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Ireland,2022,0.0
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Ireland,2022,1.03
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Ireland,2022,0.0
in last 3 months,Individuals aged 25 to 54 with high formal education,Ireland,2022,100.0
in last 3 months,Individuals aged 25 to 54 with low formal education,Ireland,2022,89.53
in last 3 months,Individuals aged 25 to 54 with medium formal education,Ireland,2022,98.31
in last 3 months,Individuals aged 55 to 74 with high formal education,Ireland,2022,98.77
in last 3 months,Individuals aged 55 to 74 with low formal education,Ireland,2022,37.47
in last 3 months,Individuals aged 55 to 74 with medium formal education,Ireland,2022,84.3
more than a year ago,Individuals aged 25 to 54 with high formal education,Ireland,2022,0.0
more than a year ago,Individuals aged 25 to 54 with low formal education,Ireland,2022,0.0
more than a year ago,Individuals aged 25 to 54 with medium formal education,Ireland,2022,1.4
more than a year ago,Individuals aged 55 to 74 with high formal education,Ireland,2022,0.16
more than a year ago,Individuals aged 55 to 74 with low formal education,Ireland,2022,4.59
more than a year ago,Individuals aged 55 to 74 with medium formal education,Ireland,2022,0.86
Internet use: never,Individuals aged 25 to 54 with high formal education,Ireland,2022,0.0
Internet use: never,Individuals aged 25 to 54 with low formal education,Ireland,2022,10.47
Internet use: never,Individuals aged 25 to 54 with medium formal education,Ireland,2022,0.3
Internet use: never,Individuals aged 55 to 74 with high formal education,Ireland,2022,1.07
Internet use: never,Individuals aged 55 to 74 with low formal education,Ireland,2022,56.91
Internet use: never,Individuals aged 55 to 74 with medium formal education,Ireland,2022,14.84
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Italy,2022,0.55
between 3 and 12 months ago,Individuals aged 16-24 with low education,Italy,2022,0.03
between 3 and 12 months ago,Individuals aged 16-24 with medium formal education,Italy,2022,0.24
between 3 and 12 months ago,Individuals aged 25 to 54 with high formal education,Italy,2022,0.27
between 3 and 12 months ago,Individuals aged 25 to 54 with low formal education,Italy,2022,1.3
between 3 and 12 months ago,Individuals aged 25 to 54 with medium formal education,Italy,2022,0.82
between 3 and 12 months ago,Individuals aged 55 to 74 with high formal education,Italy,2022,1.16
between 3 and 12 months ago,Individuals aged 55 to 74 with low formal education,Italy,2022,2.08
between 3 and 12 months ago,Individuals aged 55 to 74 with medium formal education,Italy,2022,1.45
in last 3 months,Individuals aged 16-24 with high formal education,Italy,2022,95.48
in last 3 months,Individuals aged 16-24 with low education,Italy,2022,96.82
in last 3 months,Individuals aged 16-24 with medium formal education,Italy,2022,96.48
in last 3 months,Individuals aged 25 to 54 with high formal education,Italy,2022,97.27
in last 3 months,Individuals aged 25 to 54 with low formal education,Italy,2022,83.83
in last 3 months,Individuals aged 25 to 54 with medium formal education,Italy,2022,93.95
in last 3 months,Individuals aged 55 to 74 with high formal education,Italy,2022,92.27
in last 3 months,Individuals aged 55 to 74 with low formal education,Italy,2022,56.56
in last 3 months,Individuals aged 55 to 74 with medium formal education,Italy,2022,83.89
more than a year ago,Individuals aged 16-24 with high formal education,Italy,2022,2.13
more than a year ago,Individuals aged 16-24 with low education,Italy,2022,0.45
more than a year ago,Individuals aged 16-24 with medium formal education,Italy,2022,1.31
more than a year ago,Individuals aged 25 to 54 with high formal education,Italy,2022,0.83
more than a year ago,Individuals aged 25 to 54 with low formal education,Italy,2022,2.77
more than a year ago,Individuals aged 25 to 54 with medium formal education,Italy,2022,1.59
more than a year ago,Individuals aged 55 to 74 with high formal education,Italy,2022,2.52
more than a year ago,Individuals aged 55 to 74 with low formal education,Italy,2022,3.98
more than a year ago,Individuals aged 55 to 74 with medium formal education,Italy,2022,4.43
Internet use: never,Individuals aged 16-24 with high formal education,Italy,2022,1.41
Internet use: never,Individuals aged 16-24 with low education,Italy,2022,1.57
Internet use: never,Individuals aged 16-24 with medium formal education,Italy,2022,0.82
Internet use: never,Individuals aged 25 to 54 with high formal education,Italy,2022,0.94
Internet use: never,Individuals aged 25 to 54 with low formal education,Italy,2022,9.88
Internet use: never,Individuals aged 25 to 54 with medium formal education,Italy,2022,2.45
Internet use: never,Individuals aged 55 to 74 with high formal education,Italy,2022,3.42
Internet use: never,Individuals aged 55 to 74 with low formal education,Italy,2022,34.6
Internet use: never,Individuals aged 55 to 74 with medium formal education,Italy,2022,8.9
between 3 and 12 months ago,Individuals aged 16-24 with high formal education,Latvia,2022,0.0
between 3 and 12 months ago,Individuals aged 16-24 with low education,Latvia,2022,0.45
