time_period,geo,indic_is,ind_type,obs_value
2023,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",12.61
2023,Norway,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",0.39
2023,Norway,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",59.7
2023,Norway,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",27.57
2023,Norway,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",87.27
2023,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",9.7
2023,Norway,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",0.37
2023,Norway,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",53.65
2023,Norway,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",26.45
2023,Norway,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",80.1
2023,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",16.56
2023,Norway,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",0.48
2023,Norway,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",38.45
2023,Norway,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",36.43
2023,Norway,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",74.88
2023,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",18.84
2023,Norway,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",0.75
2023,Norway,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",31.43
2023,Norway,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",37.0
2023,Norway,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",68.43
2023,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",23.36
2023,Norway,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",0.8
2023,Norway,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",22.76
2023,Norway,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",37.71
2023,Norway,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",60.47
2023,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",28.94
2023,Norway,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",0.85
2023,Norway,Individuals with above basic overall digital skills,"Individuals, 75 years old or more",8.3
2023,Norway,Individuals with basic overall digital skills,"Individuals, 75 years old or more",30.04
2023,Norway,Individuals with low overall digital skills,"Individuals, 75 years old or more",38.34
2023,Norway,Individuals with basic or above basic overall digital skills,"Individuals, 75 years old or more",36.24
2023,Norway,Individuals with no overall digital skills,"Individuals, 75 years old or more",2.61
2023,Poland,Individuals with above basic overall digital skills,All individuals,20.05
2023,Poland,Individuals with basic overall digital skills,All individuals,24.25
2023,Poland,Individuals with low overall digital skills,All individuals,44.3
2023,Poland,Individuals with basic or above basic overall digital skills,All individuals,20.36
2023,Poland,Individuals with no overall digital skills,All individuals,3.79
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",25.34
2023,Poland,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",32.48
2023,Poland,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",57.82
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",31.17
2023,Poland,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",30.92
2023,Poland,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",31.64
2023,Poland,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",62.56
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",27.02
2023,Poland,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.0
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",34.41
2023,Poland,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",31.84
2023,Poland,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",66.25
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",23.66
2023,Poland,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.34
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",37.37
2023,Poland,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",30.68
2023,Poland,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",68.05
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",22.22
2023,Poland,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.0
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",39.05
2023,Poland,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",32.1
2023,Poland,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",71.15
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",19.18
2023,Poland,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.8
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",34.97
2023,Poland,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",31.88
2023,Poland,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",66.85
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",22.15
2023,Poland,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.61
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",26.45
2023,Poland,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",30.27
2023,Poland,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",56.72
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",22.72
2023,Poland,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",2.04
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",22.29
2023,Poland,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",26.57
2023,Poland,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",48.86
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",21.64
2023,Poland,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",3.3
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",26.78
2023,Poland,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",32.23
2023,Poland,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",59.02
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",22.12
2023,Poland,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",1.36
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",17.53
2023,Poland,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",26.23
2023,Poland,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",43.76
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",24.03
2023,Poland,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",4.31
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",9.12
2023,Poland,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",14.84
2023,Poland,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",23.96
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",18.2
2023,Poland,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",7.3
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",6.28
2023,Poland,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",12.16
2023,Poland,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",18.44
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",14.48
2023,Poland,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",7.8
2023,Poland,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",3.25
2023,Poland,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",9.3
2023,Poland,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",12.55
2023,Poland,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",10.52
2023,Poland,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",8.32
2023,Portugal,Individuals with above basic overall digital skills,All individuals,29.93
2023,Portugal,Individuals with basic overall digital skills,All individuals,26.04
2023,Portugal,Individuals with low overall digital skills,All individuals,55.97
2023,Portugal,Individuals with basic or above basic overall digital skills,All individuals,14.39
2023,Portugal,Individuals with no overall digital skills,All individuals,2.69
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",39.56
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",38.8
2023,Portugal,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",78.36
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",17.49
2023,Portugal,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",45.32
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",37.32
2023,Portugal,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",82.64
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",14.24
2023,Portugal,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.05
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",47.07
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",34.8
2023,Portugal,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",81.88
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",13.77
2023,Portugal,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.3
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",49.87
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",36.16
2023,Portugal,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",86.03
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",11.67
2023,Portugal,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.08
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",50.94
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",29.25
2023,Portugal,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",80.18
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",12.75
2023,Portugal,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.86
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",51.77
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",27.89
2023,Portugal,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",79.66
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",13.74
2023,Portugal,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.64
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",39.38
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",28.45
2023,Portugal,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",67.83
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",15.75
2023,Portugal,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",1.66
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",33.49
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",26.98
2023,Portugal,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",60.46
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",15.3
2023,Portugal,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",2.32
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",43.61
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",30.09
2023,Portugal,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",73.69
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",15.0
2023,Portugal,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",1.11
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",31.52
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",27.74
2023,Portugal,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",59.26
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",17.05
2023,Portugal,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",2.44
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",15.54
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",22.47
2023,Portugal,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",38.01
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",13.94
2023,Portugal,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",4.34
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",9.97
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",18.21
2023,Portugal,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",28.18
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",12.41
2023,Portugal,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",5.22
2023,Portugal,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",4.49
2023,Portugal,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",14.03
2023,Portugal,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",18.52
2023,Portugal,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",10.91
2023,Portugal,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",6.1
2023,Romania,Individuals with above basic overall digital skills,All individuals,8.97
2023,Romania,Individuals with basic overall digital skills,All individuals,18.77
2023,Romania,Individuals with low overall digital skills,All individuals,27.73
2023,Romania,Individuals with basic or above basic overall digital skills,All individuals,18.73
2023,Romania,Individuals with no overall digital skills,All individuals,9.91
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",15.2
2023,Romania,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",32.36
2023,Romania,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",47.55
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",26.08
2023,Romania,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",4.99
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",16.51
2023,Romania,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",30.68
2023,Romania,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",47.19
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",23.08
2023,Romania,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",4.87
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",15.77
2023,Romania,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",30.18
2023,Romania,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",45.95
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",22.98
2023,Romania,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",4.81
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",17.76
2023,Romania,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",29.08
2023,Romania,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",46.84
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",20.21
2023,Romania,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",4.76
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",14.38
2023,Romania,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",29.25
2023,Romania,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",43.63
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",22.79
2023,Romania,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",4.68
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",13.42
2023,Romania,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",26.49
2023,Romania,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",39.91
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",23.69
2023,Romania,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",5.06
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",11.28
2023,Romania,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",22.26
2023,Romania,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",33.54
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",21.99
2023,Romania,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",7.37
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",9.57
2023,Romania,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",19.81
2023,Romania,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",29.38
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",20.33
2023,Romania,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",9.11
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",12.06
2023,Romania,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",22.07
2023,Romania,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",34.13
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",23.57
2023,Romania,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",7.51
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",8.72
2023,Romania,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",19.03
2023,Romania,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",27.75
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",18.92
2023,Romania,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",9.08
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",3.62
2023,Romania,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",11.34
2023,Romania,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",14.96
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",14.57
2023,Romania,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",15.14
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",2.19
2023,Romania,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",8.37
2023,Romania,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",10.56
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",11.5
2023,Romania,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",16.16
2023,Romania,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",0.77
2023,Romania,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",5.41
2023,Romania,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",6.17
2023,Romania,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",8.43
2023,Romania,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",17.18
2023,Serbia,Individuals with above basic overall digital skills,All individuals,11.32
2023,Serbia,Individuals with basic overall digital skills,All individuals,22.29
2023,Serbia,Individuals with low overall digital skills,All individuals,33.61
2023,Serbia,Individuals with basic or above basic overall digital skills,All individuals,30.63
2023,Serbia,Individuals with no overall digital skills,All individuals,2.62
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",15.56
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",31.54
2023,Serbia,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",47.1
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",44.61
2023,Serbia,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",22.28
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",26.24
2023,Serbia,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",48.52
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",45.48
2023,Serbia,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",0.0
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",21.98
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",28.99
2023,Serbia,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",50.98
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",42.89
2023,Serbia,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",0.0
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",27.93
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",21.78
2023,Serbia,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",49.71
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",46.21
2023,Serbia,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",0.0
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",21.47
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 25 to 29 years old",33.8
2023,Serbia,Individuals with low overall digital skills,"Individuals, 25 to 29 years old",55.27
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 29 years old",38.39
2023,Serbia,Individuals with no overall digital skills,"Individuals, 25 to 29 years old",0.0
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 25 to 34 years old",24.24
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 25 to 34 years old",34.67
2023,Serbia,Individuals with low overall digital skills,"Individuals, 25 to 34 years old",58.91
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 34 years old",31.65
2023,Serbia,Individuals with no overall digital skills,"Individuals, 25 to 34 years old",0.0
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 25 to 54 years old",14.34
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 25 to 54 years old",29.81
2023,Serbia,Individuals with low overall digital skills,"Individuals, 25 to 54 years old",44.16
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 54 years old",35.74
2023,Serbia,Individuals with no overall digital skills,"Individuals, 25 to 54 years old",1.75
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 25 to 64 years old",11.94
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 25 to 64 years old",25.92
2023,Serbia,Individuals with low overall digital skills,"Individuals, 25 to 64 years old",37.85
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 25 to 64 years old",32.49
2023,Serbia,Individuals with no overall digital skills,"Individuals, 25 to 64 years old",2.57
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 35 to 44 years old",11.9
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 35 to 44 years old",32.75
2023,Serbia,Individuals with low overall digital skills,"Individuals, 35 to 44 years old",44.65
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 35 to 44 years old",39.16
2023,Serbia,Individuals with no overall digital skills,"Individuals, 35 to 44 years old",2.24
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 45 to 54 years old",8.06
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 45 to 54 years old",22.62
2023,Serbia,Individuals with low overall digital skills,"Individuals, 45 to 54 years old",30.68
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 45 to 54 years old",35.94
2023,Serbia,Individuals with no overall digital skills,"Individuals, 45 to 54 years old",2.81
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 55 to 64 years old",5.0
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 55 to 64 years old",14.69
2023,Serbia,Individuals with low overall digital skills,"Individuals, 55 to 64 years old",19.68
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 64 years old",23.13
2023,Serbia,Individuals with no overall digital skills,"Individuals, 55 to 64 years old",4.92
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 55 to 74 years old",2.91
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 55 to 74 years old",9.76
2023,Serbia,Individuals with low overall digital skills,"Individuals, 55 to 74 years old",12.67
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 55 to 74 years old",17.74
2023,Serbia,Individuals with no overall digital skills,"Individuals, 55 to 74 years old",4.86
2023,Serbia,Individuals with above basic overall digital skills,"Individuals, 65 to 74 years old",0.73
2023,Serbia,Individuals with basic overall digital skills,"Individuals, 65 to 74 years old",4.59
2023,Serbia,Individuals with low overall digital skills,"Individuals, 65 to 74 years old",5.32
2023,Serbia,Individuals with basic or above basic overall digital skills,"Individuals, 65 to 74 years old",12.09
2023,Serbia,Individuals with no overall digital skills,"Individuals, 65 to 74 years old",4.79
2023,Slovakia,Individuals with above basic overall digital skills,All individuals,21.7
2023,Slovakia,Individuals with basic overall digital skills,All individuals,29.61
2023,Slovakia,Individuals with low overall digital skills,All individuals,51.31
2023,Slovakia,Individuals with basic or above basic overall digital skills,All individuals,19.3
2023,Slovakia,Individuals with no overall digital skills,All individuals,2.05
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 16 to 19 years old",40.58
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 16 to 19 years old",35.11
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 16 to 19 years old",75.69
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 19 years old",14.18
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 16 to 19 years old",0.0
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 16 to 24 years old",36.72
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 16 to 24 years old",33.86
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 16 to 24 years old",70.58
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 24 years old",16.1
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 16 to 24 years old",1.49
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 16 to 29 years old",34.03
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 16 to 29 years old",34.6
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 16 to 29 years old",68.63
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 16 to 29 years old",16.77
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 16 to 29 years old",1.1
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 20 to 24 years old",34.19
2023,Slovakia,Individuals with basic overall digital skills,"Individuals, 20 to 24 years old",33.05
2023,Slovakia,Individuals with low overall digital skills,"Individuals, 20 to 24 years old",67.24
2023,Slovakia,Individuals with basic or above basic overall digital skills,"Individuals, 20 to 24 years old",17.36
2023,Slovakia,Individuals with no overall digital skills,"Individuals, 20 to 24 years old",2.47
2023,Slovakia,Individuals with above basic overall digital skills,"Individuals, 25 to 29 years old",30.13
