DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Germany,2023,223.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2004,9.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2005,6.7,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2006,9.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2007,7.9,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2008,7.8,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2009,9.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2010,7.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2011,8.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2012,9.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2013,8.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2014,8.6,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2015,11.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2016,11.2,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2017,8.6,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2018,10.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2019,8.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2020,18.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2021,11.5,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2022,12.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Denmark,2023,13.5,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2004,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2005,,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2006,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2007,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2008,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2009,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2010,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2011,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2012,1.8,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2013,1.4,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2014,2.1,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2015,1.9,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2016,2.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2017,2.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2018,3.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2019,4.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2020,4.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2021,3.8,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2022,3.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Estonia,2023,3.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2004,5.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2005,5.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2006,6.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2007,8.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2008,6.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2009,8.4,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2010,10.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2011,9.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2012,8.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2013,8.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2014,8.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2015,9.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2016,11.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2017,12.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2018,13.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2019,19.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2020,22.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2021,23.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2022,19.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Greece,2023,24.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2004,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2005,,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2006,35.5,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2007,60.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2008,72.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2009,61.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2010,52.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2011,77.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2012,72.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2013,76.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2014,88.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2015,81.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2016,128.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2017,116.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2018,138.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2019,142.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2020,122.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2021,145.3,bd,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2022,164.3,d,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Spain,2023,150.6,d,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2004,354.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2005,400.5,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2006,448.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2007,537.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2008,482.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2009,512.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2010,494.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2011,534.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2012,501.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2013,539.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2014,581.4,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2015,615.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2016,732.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2017,702.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2018,757.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 15 countries (1995-2004),2019,791.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2004,235.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2005,313.8,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2006,362.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2007,450.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2008,437.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2009,441.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2010,456.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2011,507.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2012,508.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2013,557.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2014,636.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2015,676.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2016,771.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2017,775.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2018,858.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2019,889.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2020,934.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2021,912.4,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2022,964.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 27 countries (from 2020),2023,977.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2004,376.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2005,446.2,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2006,499.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2007,597.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2008,548.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2009,580.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2010,571.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2011,617.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2012,590.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2013,643.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2014,719.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2015,767.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2016,884.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2017,864.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2018,949.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,European Union - 28 countries (2013-2020),2019,990.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2004,11.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2005,9.8,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2006,11.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2007,11.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2008,10.1,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2009,12.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2010,12.9,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2011,13.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2012,10.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2013,14.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2014,16.8,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2015,16.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2016,32.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2017,36.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2018,34.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2019,33.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2020,29.3,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2021,32.9,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2022,31.4,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Finland,2023,28.6,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2004,39.2,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2005,41.0,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2006,50.4,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2007,54.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2008,58.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2009,55.5,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2010,64.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2011,67.7,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2012,72.2,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2013,71.2,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2014,84.3,b,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2015,77.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2016,104.1,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2017,84.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2018,93.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2019,103.8,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2020,149.0,,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2021,105.0,bd,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2022,142.3,d,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,France,2023,121.8,d,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2004,,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2005,,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2006,,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2007,1.2,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2008,2.3,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2009,3.3,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2010,2.8,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2011,2.4,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2012,1.4,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2013,1.7,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2014,2.4,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2015,2.3,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2016,3.7,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2017,2.5,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2018,3.9,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2019,3.9,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2020,4.0,u,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2021,4.7,bu,
ESTAT:ISOC_SKI_ITAGE(1.0),22/10/24 23:00:00,Annual,Thousand,From 35 to 74 years,Croatia,2022,4.4,u,
