DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2007,64660.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2008,66100.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2009,70430.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2010,75540.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2011,79520,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2012,81463,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2013,82220,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2014,82132,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2015,82209,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2016,83510,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2017,83645,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2018,84144,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2019,85106,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2020,85736,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2021,85839,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2022,86534,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Estonia,2023,87813,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2005,25851440.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2006,25564090.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2007,26307233.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2008,27470513.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2009,28513955.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2010,29421530.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2011,30497461,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2012,30744084,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2013,30870477,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2015,31064465,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2016,31297650,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2017,31682535,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2018,32051950,p,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU27 - 2007-2013 and IS, LI, NO)",2019,32432964,bep,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2005,26088286.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2006,25786286.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2007,26529760.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2008,27695168.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2009,28746014.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2010,29669521.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2011,30765024,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2012,31017081,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2013,31149620,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2015,31353838,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2016,31590249,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2017,31981598,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2018,32350468,p,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2019,32730622,bep,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2005,643576.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2006,675746.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2007,713830.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2008,739110.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2009,757979.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2010,766008.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2011,770176,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2012,762000,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2013,761835,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2015,770886,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2016,780365,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2017,798987,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2018,813378,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2019,829656,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2020,847640,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2021,865653,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2022,881370,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Free Trade Association,2023,902298,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2005,534962.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2006,546501.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2007,571055.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2008,599297.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2009,622900.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2010,636501.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2011,640889,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2012,639768,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2013,636908,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2014,634261,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2015,637051,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2016,644859,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2017,653227,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2018,659565,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2019,671906,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2020,682649,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2021,687595,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2022,696578,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Greece,2023,699557,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2005,2116689.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2006,2152342.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2007,2250697.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2008,2340094.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2009,2409201.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2010,2445247.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2011,2439790,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2012,2467244,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2013,2500210,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2014,2488882,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2015,2503217,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2016,2562777,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2017,2629808,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2018,2706471,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2019,2798735,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2020,2910171,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2021,3008316,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2022,3089284,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Spain,2023,3158134,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2005,25614305.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2006,25310768.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2007,26029946.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2008,27177224.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2009,28209607.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2010,29113052.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2011,30187096,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2012,30439437,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2013,30566866,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2015,30757065,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2016,30986264,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2017,31364256,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2018,31729945,p,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (2007-2013),2019,32106837,bep,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2005,22777146.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2006,22350433.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2007,22876062.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2008,23819339.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2009,24747610.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2010,25606750.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2011,26666300,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2012,27001592,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2013,27263415,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2014,27398571,be,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2015,27539777,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2016,27760883,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2017,28096868,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2018,28391315,p,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2019,28687983,bep,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2020,28997915,ep,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2021,29232967,bep,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2022,29530602,bep,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 27 countries (from 2020),2023,29796547,ep,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2005,25851151.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2006,25532964.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2007,26252473.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2008,27401879.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2009,28441666.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2010,29361043.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2011,30454659,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2012,30712434,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2013,30846009,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2015,31046438,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2016,31278863,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2017,31663319,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2018,32028463,p,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,European Union - 28 countries (2013-2020),2019,32404495,bep,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2005,273109.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2006,297977.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2007,313032.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2008,349870.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2009,375755.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2010,396886.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2011,401712,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2012,395223,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2013,389588,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2014,381168,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2015,375230,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2016,371660,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2017,371711,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2018,367232,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2019,362561,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2020,359619,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2021,357251,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2022,354782,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,Finland,2023,354703,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2005,2747406.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2006,2829833.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2007,3121873.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2008,3399413.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2009,3646050.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2010,3876226.0,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2011,4108927,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2012,4123400,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2013,4121783,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2014,4098261,b,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2015,4083926,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2016,4057572,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2017,4066565,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2018,4067037,p,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2019,4090960,,
ESTAT:DEMO_PJANGROUP(1.0),04/11/24 23:00:00,Annual,Number,Total,From 60 to 64 years,France,2020,4122086,,
