time_period,geo,ind_type,indic_is,obs_value
2021,Netherlands,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,74.08
2021,Netherlands,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,13.69
2021,Netherlands,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,0.41
2021,Netherlands,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,35.76
2021,Netherlands,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,32.61
2021,Netherlands,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,68.37
2021,Netherlands,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,16.3
2021,Netherlands,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,0.68
2021,Netherlands,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,27.51
2021,Netherlands,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,33.87
2021,Netherlands,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,61.39
2021,Netherlands,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,19.49
2021,Netherlands,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,1.01
2021,North Macedonia,All individuals,Individuals with above basic overall digital skills,8.15
2021,North Macedonia,All individuals,Individuals with basic overall digital skills,26.48
2021,North Macedonia,All individuals,Individuals with low overall digital skills,34.62
2021,North Macedonia,All individuals,Individuals with basic or above basic overall digital skills,18.28
2021,North Macedonia,All individuals,Individuals with no overall digital skills,5.85
2021,North Macedonia,"Individuals, 15 years old or less",Individuals with above basic overall digital skills,
2021,North Macedonia,"Individuals, 15 years old or less",Individuals with basic overall digital skills,
2021,North Macedonia,"Individuals, 15 years old or less",Individuals with low overall digital skills,
2021,North Macedonia,"Individuals, 15 years old or less",Individuals with basic or above basic overall digital skills,
2021,North Macedonia,"Individuals, 15 years old or less",Individuals with no overall digital skills,
2021,North Macedonia,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,16.54
2021,North Macedonia,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,40.07
2021,North Macedonia,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,56.61
2021,North Macedonia,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,26.33
2021,North Macedonia,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,2.49
2021,North Macedonia,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,14.1
2021,North Macedonia,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,45.34
2021,North Macedonia,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,59.44
2021,North Macedonia,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,23.49
2021,North Macedonia,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,1.62
2021,North Macedonia,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,13.73
2021,North Macedonia,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,44.49
2021,North Macedonia,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,58.22
2021,North Macedonia,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,20.18
2021,North Macedonia,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,2.4
2021,North Macedonia,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,12.01
2021,North Macedonia,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,49.84
2021,North Macedonia,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,61.85
2021,North Macedonia,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,21.06
2021,North Macedonia,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.88
2021,North Macedonia,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,13.12
2021,North Macedonia,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,43.07
2021,North Macedonia,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,56.2
2021,North Macedonia,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,14.64
2021,North Macedonia,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,3.69
2021,North Macedonia,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,13.52
2021,North Macedonia,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,39.01
2021,North Macedonia,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,52.53
2021,North Macedonia,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,19.25
2021,North Macedonia,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,3.19
2021,North Macedonia,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,9.74
2021,North Macedonia,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,30.87
2021,North Macedonia,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,40.61
2021,North Macedonia,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,20.39
2021,North Macedonia,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,5.6
2021,North Macedonia,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,8.23
2021,North Macedonia,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,26.69
2021,North Macedonia,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,34.93
2021,North Macedonia,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,18.87
2021,North Macedonia,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,6.2
2021,North Macedonia,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,7.3
2021,North Macedonia,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,31.49
2021,North Macedonia,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,38.78
2021,North Macedonia,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,22.6
2021,North Macedonia,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,6.13
2021,North Macedonia,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,8.38
2021,North Macedonia,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,21.43
2021,North Macedonia,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,29.81
2021,North Macedonia,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,19.18
2021,North Macedonia,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,7.6
2021,North Macedonia,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,3.05
2021,North Macedonia,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,12.34
2021,North Macedonia,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,15.39
2021,North Macedonia,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,13.64
2021,North Macedonia,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,8.28
2021,North Macedonia,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,1.95
2021,North Macedonia,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,8.15
2021,North Macedonia,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,10.09
2021,North Macedonia,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,11.45
2021,North Macedonia,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,8.51
2021,North Macedonia,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,0.45
2021,North Macedonia,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,2.46
2021,North Macedonia,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,2.91
2021,North Macedonia,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,8.48
2021,North Macedonia,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,8.81
2021,Norway,All individuals,Individuals with above basic overall digital skills,42.59
2021,Norway,All individuals,Individuals with basic overall digital skills,36.12
2021,Norway,All individuals,Individuals with low overall digital skills,78.71
2021,Norway,All individuals,Individuals with basic or above basic overall digital skills,15.03
2021,Norway,All individuals,Individuals with no overall digital skills,0.49
2021,Norway,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,41.48
2021,Norway,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,46.43
2021,Norway,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,87.9
2021,Norway,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,9.11
2021,Norway,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.73
2021,Norway,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,48.35
2021,Norway,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,37.57
2021,Norway,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,85.92
2021,Norway,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,9.99
2021,Norway,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.69
2021,Norway,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,49.67
2021,Norway,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,37.23
2021,Norway,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,86.9
2021,Norway,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,10.41
2021,Norway,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.42
2021,Norway,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,53.96
2021,Norway,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,30.34
2021,Norway,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,84.29
2021,Norway,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,10.71
2021,Norway,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.65
2021,Norway,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,51.69
2021,Norway,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,36.72
2021,Norway,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,88.41
2021,Norway,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,11.05
2021,Norway,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,0.0
2021,Norway,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,53.58
2021,Norway,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,33.22
2021,Norway,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,86.8
2021,Norway,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,11.6
2021,Norway,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,0.0
2021,Norway,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,49.97
2021,Norway,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,35.11
2021,Norway,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,85.08
2021,Norway,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,11.93
2021,Norway,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,0.21
2021,Norway,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,45.7
2021,Norway,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,36.06
2021,Norway,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,81.76
2021,Norway,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,13.48
2021,Norway,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,0.27
2021,Norway,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,50.08
2021,Norway,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,36.84
2021,Norway,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,86.92
2021,Norway,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,9.55
2021,Norway,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,0.65
2021,Norway,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,46.26
2021,Norway,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,35.35
2021,Norway,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,81.61
2021,Norway,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,14.52
2021,Norway,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,0.0
2021,Norway,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,31.22
2021,Norway,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,39.3
2021,Norway,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,70.51
2021,Norway,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,18.73
2021,Norway,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,0.49
2021,Norway,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,26.07
2021,Norway,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,37.27
2021,Norway,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,63.34
2021,Norway,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,23.28
2021,Norway,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,0.93
2021,Norway,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,19.88
2021,Norway,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,34.83
2021,Norway,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,54.71
2021,Norway,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,28.74
2021,Norway,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,1.46
2021,Norway,"Individuals, 75 years old or more",Individuals with above basic overall digital skills,4.17
2021,Norway,"Individuals, 75 years old or more",Individuals with basic overall digital skills,45.06
2021,Norway,"Individuals, 75 years old or more",Individuals with low overall digital skills,49.23
2021,Norway,"Individuals, 75 years old or more",Individuals with basic or above basic overall digital skills,21.39
2021,Norway,"Individuals, 75 years old or more",Individuals with no overall digital skills,1.01
2021,Poland,All individuals,Individuals with above basic overall digital skills,20.64
2021,Poland,All individuals,Individuals with basic overall digital skills,22.28
2021,Poland,All individuals,Individuals with low overall digital skills,42.93
2021,Poland,All individuals,Individuals with basic or above basic overall digital skills,18.82
2021,Poland,All individuals,Individuals with no overall digital skills,4.88
2021,Poland,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,33.73
2021,Poland,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,34.96
2021,Poland,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,68.69
2021,Poland,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,21.09
2021,Poland,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.11
2021,Poland,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,35.71
2021,Poland,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,32.84
2021,Poland,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,68.55
2021,Poland,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,21.67
2021,Poland,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.22
2021,Poland,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,35.43
2021,Poland,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,31.98
2021,Poland,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,67.41
2021,Poland,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,20.24
2021,Poland,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.86
2021,Poland,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,37.63
2021,Poland,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,30.78
2021,Poland,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,68.41
2021,Poland,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,22.23
2021,Poland,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.33
2021,Poland,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,35.01
2021,Poland,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,30.7
2021,Poland,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,65.71
2021,Poland,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,18.11
2021,Poland,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,1.81
2021,Poland,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,34.47
2021,Poland,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,28.95
2021,Poland,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,63.42
2021,Poland,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,21.57
2021,Poland,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,1.61
2021,Poland,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,26.75
2021,Poland,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,26.59
2021,Poland,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,53.34
2021,Poland,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,21.93
2021,Poland,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,2.93
2021,Poland,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,22.28
2021,Poland,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,23.96
2021,Poland,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,46.25
2021,Poland,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,20.39
2021,Poland,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,4.36
2021,Poland,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,28.31
2021,Poland,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,28.2
2021,Poland,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,56.51
2021,Poland,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,22.04
2021,Poland,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,2.67
2021,Poland,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,16.81
2021,Poland,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,22.11
2021,Poland,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,38.92
2021,Poland,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,22.18
2021,Poland,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,4.61
2021,Poland,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,7.75
2021,Poland,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,15.42
2021,Poland,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,23.17
2021,Poland,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,15.38
2021,Poland,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,9.02
2021,Poland,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,5.3
2021,Poland,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,11.47
2021,Poland,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,16.78
2021,Poland,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,12.56
2021,Poland,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,9.73
2021,Poland,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,2.58
2021,Poland,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,7.09
2021,Poland,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,9.66
2021,Poland,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,9.42
2021,Poland,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,10.52
2021,Portugal,All individuals,Individuals with above basic overall digital skills,28.54
2021,Portugal,All individuals,Individuals with basic overall digital skills,26.76
2021,Portugal,All individuals,Individuals with low overall digital skills,55.31
2021,Portugal,All individuals,Individuals with basic or above basic overall digital skills,12.64
2021,Portugal,All individuals,Individuals with no overall digital skills,2.6
2021,Portugal,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,36.99
2021,Portugal,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,47.29
2021,Portugal,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,84.28
2021,Portugal,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,10.6
2021,Portugal,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,0.0
2021,Portugal,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,48.13
2021,Portugal,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,38.07
2021,Portugal,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,86.2
2021,Portugal,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,8.98
2021,Portugal,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,0.0
2021,Portugal,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,50.79
2021,Portugal,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,34.63
2021,Portugal,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,85.42
2021,Portugal,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,9.51
2021,Portugal,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,0.19
2021,Portugal,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,55.72
2021,Portugal,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,31.78
2021,Portugal,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,87.5
2021,Portugal,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,7.87
2021,Portugal,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,0.0
2021,Portugal,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,56.45
2021,Portugal,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,27.32
2021,Portugal,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,83.77
2021,Portugal,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,10.63
2021,Portugal,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,0.6
2021,Portugal,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,54.59
2021,Portugal,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,26.32
2021,Portugal,"Individuals, 25 to 34 years old",Individuals with low overall digital skills,80.91
2021,Portugal,"Individuals, 25 to 34 years old",Individuals with basic or above basic overall digital skills,13.1
2021,Portugal,"Individuals, 25 to 34 years old",Individuals with no overall digital skills,0.63
2021,Portugal,"Individuals, 25 to 54 years old",Individuals with above basic overall digital skills,36.68
2021,Portugal,"Individuals, 25 to 54 years old",Individuals with basic overall digital skills,29.75
2021,Portugal,"Individuals, 25 to 54 years old",Individuals with low overall digital skills,66.43
2021,Portugal,"Individuals, 25 to 54 years old",Individuals with basic or above basic overall digital skills,14.6
2021,Portugal,"Individuals, 25 to 54 years old",Individuals with no overall digital skills,1.81
2021,Portugal,"Individuals, 25 to 64 years old",Individuals with above basic overall digital skills,31.01
2021,Portugal,"Individuals, 25 to 64 years old",Individuals with basic overall digital skills,28.13
2021,Portugal,"Individuals, 25 to 64 years old",Individuals with low overall digital skills,59.14
2021,Portugal,"Individuals, 25 to 64 years old",Individuals with basic or above basic overall digital skills,13.98
2021,Portugal,"Individuals, 25 to 64 years old",Individuals with no overall digital skills,2.43
2021,Portugal,"Individuals, 35 to 44 years old",Individuals with above basic overall digital skills,40.43
2021,Portugal,"Individuals, 35 to 44 years old",Individuals with basic overall digital skills,33.48
2021,Portugal,"Individuals, 35 to 44 years old",Individuals with low overall digital skills,73.91
2021,Portugal,"Individuals, 35 to 44 years old",Individuals with basic or above basic overall digital skills,13.33
2021,Portugal,"Individuals, 35 to 44 years old",Individuals with no overall digital skills,1.69
2021,Portugal,"Individuals, 45 to 54 years old",Individuals with above basic overall digital skills,26.6
2021,Portugal,"Individuals, 45 to 54 years old",Individuals with basic overall digital skills,28.62
2021,Portugal,"Individuals, 45 to 54 years old",Individuals with low overall digital skills,55.23
2021,Portugal,"Individuals, 45 to 54 years old",Individuals with basic or above basic overall digital skills,16.11
2021,Portugal,"Individuals, 45 to 54 years old",Individuals with no overall digital skills,2.4
2021,Portugal,"Individuals, 55 to 64 years old",Individuals with above basic overall digital skills,13.23
2021,Portugal,"Individuals, 55 to 64 years old",Individuals with basic overall digital skills,23.03
2021,Portugal,"Individuals, 55 to 64 years old",Individuals with low overall digital skills,36.27
2021,Portugal,"Individuals, 55 to 64 years old",Individuals with basic or above basic overall digital skills,12.04
2021,Portugal,"Individuals, 55 to 64 years old",Individuals with no overall digital skills,4.37
2021,Portugal,"Individuals, 55 to 74 years old",Individuals with above basic overall digital skills,8.49
2021,Portugal,"Individuals, 55 to 74 years old",Individuals with basic overall digital skills,17.84
2021,Portugal,"Individuals, 55 to 74 years old",Individuals with low overall digital skills,26.33
2021,Portugal,"Individuals, 55 to 74 years old",Individuals with basic or above basic overall digital skills,10.99
2021,Portugal,"Individuals, 55 to 74 years old",Individuals with no overall digital skills,4.82
2021,Portugal,"Individuals, 65 to 74 years old",Individuals with above basic overall digital skills,3.83
2021,Portugal,"Individuals, 65 to 74 years old",Individuals with basic overall digital skills,12.73
2021,Portugal,"Individuals, 65 to 74 years old",Individuals with low overall digital skills,16.57
2021,Portugal,"Individuals, 65 to 74 years old",Individuals with basic or above basic overall digital skills,9.96
2021,Portugal,"Individuals, 65 to 74 years old",Individuals with no overall digital skills,5.26
2021,Romania,All individuals,Individuals with above basic overall digital skills,8.73
2021,Romania,All individuals,Individuals with basic overall digital skills,19.09
2021,Romania,All individuals,Individuals with low overall digital skills,27.82
2021,Romania,All individuals,Individuals with basic or above basic overall digital skills,16.53
2021,Romania,All individuals,Individuals with no overall digital skills,10.13
2021,Romania,"Individuals, 16 to 19 years old",Individuals with above basic overall digital skills,14.69
2021,Romania,"Individuals, 16 to 19 years old",Individuals with basic overall digital skills,35.44
2021,Romania,"Individuals, 16 to 19 years old",Individuals with low overall digital skills,50.13
2021,Romania,"Individuals, 16 to 19 years old",Individuals with basic or above basic overall digital skills,21.91
2021,Romania,"Individuals, 16 to 19 years old",Individuals with no overall digital skills,5.05
2021,Romania,"Individuals, 16 to 24 years old",Individuals with above basic overall digital skills,15.99
2021,Romania,"Individuals, 16 to 24 years old",Individuals with basic overall digital skills,31.48
2021,Romania,"Individuals, 16 to 24 years old",Individuals with low overall digital skills,47.47
2021,Romania,"Individuals, 16 to 24 years old",Individuals with basic or above basic overall digital skills,21.93
2021,Romania,"Individuals, 16 to 24 years old",Individuals with no overall digital skills,6.13
2021,Romania,"Individuals, 16 to 29 years old",Individuals with above basic overall digital skills,16.57
2021,Romania,"Individuals, 16 to 29 years old",Individuals with basic overall digital skills,29.56
2021,Romania,"Individuals, 16 to 29 years old",Individuals with low overall digital skills,46.13
2021,Romania,"Individuals, 16 to 29 years old",Individuals with basic or above basic overall digital skills,22.19
2021,Romania,"Individuals, 16 to 29 years old",Individuals with no overall digital skills,6.53
2021,Romania,"Individuals, 20 to 24 years old",Individuals with above basic overall digital skills,17.32
2021,Romania,"Individuals, 20 to 24 years old",Individuals with basic overall digital skills,27.44
2021,Romania,"Individuals, 20 to 24 years old",Individuals with low overall digital skills,44.76
2021,Romania,"Individuals, 20 to 24 years old",Individuals with basic or above basic overall digital skills,21.95
2021,Romania,"Individuals, 20 to 24 years old",Individuals with no overall digital skills,7.23
2021,Romania,"Individuals, 25 to 29 years old",Individuals with above basic overall digital skills,17.81
2021,Romania,"Individuals, 25 to 29 years old",Individuals with basic overall digital skills,25.45
2021,Romania,"Individuals, 25 to 29 years old",Individuals with low overall digital skills,43.26
2021,Romania,"Individuals, 25 to 29 years old",Individuals with basic or above basic overall digital skills,22.75
2021,Romania,"Individuals, 25 to 29 years old",Individuals with no overall digital skills,7.37
2021,Romania,"Individuals, 25 to 34 years old",Individuals with above basic overall digital skills,13.86
2021,Romania,"Individuals, 25 to 34 years old",Individuals with basic overall digital skills,26.37
